RowNum,ID,county,Year,Variable,pop,lpop,state,area,nT,nTd,density,Ldensity,Year2,elev,elevS,elevK,elevCV
849,20,17035,1982,pop1982,10966,4.040048242,IL,9.40E-08,0,0,1.17E+11,36.76346294,1982,183.3661323,10.45383278,2.979724043,0.057010707
850,20,17035,1983,pop1983,10955,4.039612382,IL,9.40E-08,0,0,1.17E+11,36.76201505,1983,183.3661323,10.45383278,2.979724043,0.057010707
851,20,17035,1984,pop1984,10927,4.038500943,IL,9.40E-08,1,1,1.16E+11,36.75832293,1984,183.3661323,10.45383278,2.979724043,0.057010707
852,20,17035,1985,pop1985,10879,4.036588977,IL,9.40E-08,0,0,1.16E+11,36.75197151,1985,183.3661323,10.45383278,2.979724043,0.057010707
853,20,17035,1986,pop1986,10792,4.033101937,IL,9.40E-08,0,0,1.15E+11,36.74038782,1986,183.3661323,10.45383278,2.979724043,0.057010707
854,20,17035,1987,pop1987,10753,4.031529646,IL,9.40E-08,0,0,1.14E+11,36.73516478,1987,183.3661323,10.45383278,2.979724043,0.057010707
855,20,17035,1988,pop1988,10744,4.031166,IL,9.40E-08,0,0,1.14E+11,36.73395677,1988,183.3661323,10.45383278,2.979724043,0.057010707
856,20,17035,1989,pop1989,10659,4.027716462,IL,9.40E-08,0,0,1.13E+11,36.72249766,1989,183.3661323,10.45383278,2.979724043,0.057010707
857,20,17035,1990,pop1990,10690,4.028977705,IL,9.40E-08,0,0,1.14E+11,36.72668742,1990,183.3661323,10.45383278,2.979724043,0.057010707
859,20,17035,1991,pop1991,10764,4.031973689,IL,9.40E-08,0,0,1.15E+11,36.73663986,1991,183.3661323,10.45383278,2.979724043,0.057010707
860,20,17035,1992,pop1992,10815,4.034026524,IL,9.40E-08,0,0,1.15E+11,36.74345923,1992,183.3661323,10.45383278,2.979724043,0.057010707
861,20,17035,1993,pop1993,10915,4.03802374,IL,9.40E-08,0,0,1.16E+11,36.75673769,1993,183.3661323,10.45383278,2.979724043,0.057010707
862,20,17035,1994,pop1994,11005,4.041590047,IL,9.40E-08,0,0,1.17E+11,36.76858471,1994,183.3661323,10.45383278,2.979724043,0.057010707
863,20,17035,1995,pop1995,11057,4.04363731,IL,9.40E-08,0,0,1.18E+11,36.77538557,1995,183.3661323,10.45383278,2.979724043,0.057010707
864,20,17035,1996,pop1996,11151,4.047313816,IL,9.40E-08,0,0,1.19E+11,36.78759866,1996,183.3661323,10.45383278,2.979724043,0.057010707
865,20,17035,1997,pop1997,11131,4.046534183,IL,9.40E-08,0,0,1.18E+11,36.78500877,1997,183.3661323,10.45383278,2.979724043,0.057010707
866,20,17035,1998,pop1998,11118,4.04602667,IL,9.40E-08,0,0,1.18E+11,36.78332285,1998,183.3661323,10.45383278,2.979724043,0.057010707
867,20,17035,1999,pop1999,11101,4.045362103,IL,9.40E-08,0,0,1.18E+11,36.78111521,1999,183.3661323,10.45383278,2.979724043,0.057010707
868,20,17035,2000,pop2000,11256,4.051384084,IL,9.40E-08,0,0,1.20E+11,36.8011198,2000,183.3661323,10.45383278,2.979724043,0.057010707
869,20,17035,2001,pop2001,11149,4.047235915,IL,9.40E-08,0,0,1.19E+11,36.78733988,2001,183.3661323,10.45383278,2.979724043,0.057010707
870,20,17035,2002,pop2002,11051,4.043401579,IL,9.40E-08,1,1,1.18E+11,36.77460249,2002,183.3661323,10.45383278,2.979724043,0.057010707
871,20,17035,2003,pop2003,10912,4.037904357,IL,9.40E-08,0,0,1.16E+11,36.75634111,2003,183.3661323,10.45383278,2.979724043,0.057010707
872,20,17035,2004,pop2004,10895,4.037227235,IL,9.40E-08,0,0,1.16E+11,36.75409176,2004,183.3661323,10.45383278,2.979724043,0.057010707
873,20,17035,2005,pop2005,10841,4.035069344,IL,9.40E-08,0,0,1.15E+11,36.7469234,2005,183.3661323,10.45383278,2.979724043,0.057010707
874,20,17035,2006,pop2006,10856,4.035669835,IL,9.40E-08,0,0,1.15E+11,36.74891819,2006,183.3661323,10.45383278,2.979724043,0.057010707
875,20,17035,2008,pop2008,10803,4.033544376,IL,9.40E-08,0,0,1.15E+11,36.74185757,2008,183.3661323,10.45383278,2.979724043,0.057010707
876,20,17035,2009,pop2009,10716,4.030032705,IL,9.40E-08,0,0,1.14E+11,36.73019205,2009,183.3661323,10.45383278,2.979724043,0.057010707
877,20,17035,2010,pop2010,11034,4.04273298,IL,9.40E-08,0,0,1.17E+11,36.77238145,2010,183.3661323,10.45383278,2.979724043,0.057010707
878,20,17035,2011,pop2011,11075,4.044343735,IL,9.40E-08,0,0,1.18E+11,36.77773226,2011,183.3661323,10.45383278,2.979724043,0.057010707
879,20,17035,2012,pop2012,10968,4.040127442,IL,9.40E-08,0,0,1.17E+11,36.76372604,2012,183.3661323,10.45383278,2.979724043,0.057010707
880,20,17035,2013,pop2013,10968,4.040127442,IL,9.40E-08,0,0,1.17E+11,36.76372604,2013,183.3661323,10.45383278,2.979724043,0.057010707
881,21,17087,1970,pop1970,7550,3.877946952,IL,9.18E-08,0,0,82268960061,36.25962916,1970,151.0782757,34.63833454,2.106976593,0.229274092
882,21,17087,1971,pop1971,7500,3.875061263,IL,9.18E-08,0,0,81724132511,36.25004311,1971,151.0782757,34.63833454,2.106976593,0.229274092
883,21,17087,1972,pop1972,7800,3.892094603,IL,9.18E-08,1,1,84993097812,36.30662664,1972,151.0782757,34.63833454,2.106976593,0.229274092
884,21,17087,1973,pop1973,8300,3.919078092,IL,9.18E-08,1,1,90441373312,36.39626385,1973,151.0782757,34.63833454,2.106976593,0.229274092
885,21,17087,1974,pop1974,8600,3.934498451,IL,9.18E-08,1,1,93710338613,36.44748917,1974,151.0782757,34.63833454,2.106976593,0.229274092
886,21,17087,1975,pop1975,9000,3.954242509,IL,9.18E-08,0,0,98068959013,36.51307751,1975,151.0782757,34.63833454,2.106976593,0.229274092
887,21,17087,1976,pop1976,9200,3.963787827,IL,9.18E-08,0,0,1.00E+11,36.54478637,1976,151.0782757,34.63833454,2.106976593,0.229274092
888,21,17087,1977,pop1977,9500,3.977723605,IL,9.18E-08,0,0,1.04E+11,36.59108002,1977,151.0782757,34.63833454,2.106976593,0.229274092
889,21,17087,1978,pop1978,9500,3.977723605,IL,9.18E-08,0,0,1.04E+11,36.59108002,1978,151.0782757,34.63833454,2.106976593,0.229274092
890,21,17087,1979,pop1979,9900,3.995635195,IL,9.18E-08,0,0,1.08E+11,36.65058104,1979,151.0782757,34.63833454,2.106976593,0.229274092
891,21,17087,1980,pop1980,9624,3.983355614,IL,9.18E-08,0,0,1.05E+11,36.60978915,1980,151.0782757,34.63833454,2.106976593,0.229274092
892,21,17087,1981,pop1981,9944,3.997561116,IL,9.18E-08,0,0,1.08E+11,36.65697881,1981,151.0782757,34.63833454,2.106976593,0.229274092
893,21,17087,1982,pop1982,9964,3.998433719,IL,9.18E-08,0,0,1.09E+11,36.65987753,1982,151.0782757,34.63833454,2.106976593,0.229274092
894,21,17087,1983,pop1983,10128,4.005523693,IL,9.18E-08,0,0,1.10E+11,36.68342992,1983,151.0782757,34.63833454,2.106976593,0.229274092
895,21,17087,1984,pop1984,10275,4.011781831,IL,9.18E-08,0,0,1.12E+11,36.704219,1984,151.0782757,34.63833454,2.106976593,0.229274092
896,21,17087,1985,pop1985,10995,4.041195234,IL,9.18E-08,0,0,1.20E+11,36.80192821,1985,151.0782757,34.63833454,2.106976593,0.229274092
897,21,17087,1986,pop1986,11173,4.048169799,IL,9.18E-08,1,1,1.22E+11,36.82509721,1986,151.0782757,34.63833454,2.106976593,0.229274092
898,21,17087,1987,pop1987,11249,4.051113917,IL,9.18E-08,0,0,1.23E+11,36.83487736,1987,151.0782757,34.63833454,2.106976593,0.229274092
899,21,17087,1988,pop1988,11314,4.053616174,IL,9.18E-08,0,0,1.23E+11,36.84318968,1988,151.0782757,34.63833454,2.106976593,0.229274092
900,21,17087,1989,pop1989,11317,4.053731316,IL,9.18E-08,0,0,1.23E+11,36.84357217,1989,151.0782757,34.63833454,2.106976593,0.229274092
902,21,17087,1990,pop1990,11340,4.054613055,IL,9.18E-08,0,0,1.24E+11,36.84650125,1990,151.0782757,34.63833454,2.106976593,0.229274092
903,21,17087,1991,pop1991,11548,4.062506775,IL,9.18E-08,0,0,1.26E+11,36.87272362,1991,151.0782757,34.63833454,2.106976593,0.229274092
904,21,17087,1992,pop1992,11736,4.069520101,IL,9.18E-08,0,0,1.28E+11,36.89602138,1992,151.0782757,34.63833454,2.106976593,0.229274092
905,21,17087,1993,pop1993,11657,4.066586796,IL,9.18E-08,0,0,1.27E+11,36.88627716,1993,151.0782757,34.63833454,2.106976593,0.229274092
906,21,17087,1994,pop1994,12142,4.084290229,IL,9.18E-08,0,0,1.32E+11,36.94508668,1994,151.0782757,34.63833454,2.106976593,0.229274092
907,21,17087,1995,pop1995,12741,4.105203516,IL,9.18E-08,0,0,1.39E+11,37.01455912,1995,151.0782757,34.63833454,2.106976593,0.229274092
908,21,17087,1996,pop1996,13060,4.115943177,IL,9.18E-08,0,0,1.42E+11,37.0502355,1996,151.0782757,34.63833454,2.106976593,0.229274092
909,21,17087,1997,pop1997,13179,4.119882458,IL,9.18E-08,0,0,1.44E+11,37.06332151,1997,151.0782757,34.63833454,2.106976593,0.229274092
910,21,17087,1998,pop1998,13546,4.131811071,IL,9.18E-08,1,1,1.48E+11,37.10294751,1998,151.0782757,34.63833454,2.106976593,0.229274092
911,21,17087,1999,pop1999,13598,4.133475037,IL,9.18E-08,0,0,1.48E+11,37.10847508,1999,151.0782757,34.63833454,2.106976593,0.229274092
912,21,17087,2000,pop2000,12920,4.111262514,IL,9.18E-08,0,0,1.41E+11,37.03468668,2000,151.0782757,34.63833454,2.106976593,0.229274092
913,21,17087,2001,pop2001,13020,4.114610984,IL,9.18E-08,0,0,1.42E+11,37.04581005,2001,151.0782757,34.63833454,2.106976593,0.229274092
914,21,17087,2002,pop2002,12715,4.104316365,IL,9.18E-08,3,1,1.39E+11,37.01161207,2002,151.0782757,34.63833454,2.106976593,0.229274092
915,21,17087,2003,pop2003,13445,4.128560807,IL,9.18E-08,0,0,1.47E+11,37.09215036,2003,151.0782757,34.63833454,2.106976593,0.229274092
916,21,17087,2004,pop2004,13506,4.130526745,IL,9.18E-08,2,1,1.47E+11,37.09868107,2004,151.0782757,34.63833454,2.106976593,0.229274092
917,21,17087,2005,pop2005,13486,4.129883155,IL,9.18E-08,0,0,1.47E+11,37.09654311,2005,151.0782757,34.63833454,2.106976593,0.229274092
918,21,17087,2006,pop2006,13687,4.136308267,IL,9.18E-08,0,0,1.49E+11,37.11788687,2006,151.0782757,34.63833454,2.106976593,0.229274092
919,21,17087,2008,pop2008,13675,4.135927335,IL,9.18E-08,0,0,1.49E+11,37.11662144,2008,151.0782757,34.63833454,2.106976593,0.229274092
920,21,17087,2009,pop2009,13730,4.137670537,IL,9.18E-08,0,0,1.50E+11,37.12241223,2009,151.0782757,34.63833454,2.106976593,0.229274092
921,21,17087,2010,pop2010,12603,4.100473936,IL,9.18E-08,0,0,1.37E+11,36.9988478,2010,151.0782757,34.63833454,2.106976593,0.229274092
922,21,17087,2011,pop2011,12625,4.101231387,IL,9.18E-08,1,1,1.38E+11,37.00136399,2011,151.0782757,34.63833454,2.106976593,0.229274092
923,21,17087,2012,pop2012,12760,4.105850674,IL,9.18E-08,0,0,1.39E+11,37.01670894,2012,151.0782757,34.63833454,2.106976593,0.229274092
924,21,17087,2013,pop2013,12760,4.105850674,IL,9.18E-08,1,1,1.39E+11,37.01670894,2013,151.0782757,34.63833454,2.106976593,0.229274092
925,22,17095,1970,pop1970,60939,4.784895323,IL,1.99E-07,0,0,3.06E+11,38.15509066,1970,217.3500785,21.24180309,2.379693502,0.097730828
926,22,17095,1971,pop1971,60600,4.782472624,IL,1.99E-07,0,0,3.04E+11,38.14704263,1971,217.3500785,21.24180309,2.379693502,0.097730828
927,22,17095,1972,pop1972,61000,4.785329835,IL,1.99E-07,1,1,3.06E+11,38.15653408,1972,217.3500785,21.24180309,2.379693502,0.097730828
928,22,17095,1973,pop1973,61300,4.787460475,IL,1.99E-07,0,0,3.08E+11,38.16361191,1973,217.3500785,21.24180309,2.379693502,0.097730828
929,22,17095,1974,pop1974,62100,4.7930916,IL,1.99E-07,3,2,3.12E+11,38.1823181,1974,217.3500785,21.24180309,2.379693502,0.097730828
930,22,17095,1975,pop1975,62300,4.794488047,IL,1.99E-07,1,1,3.13E+11,38.186957,1975,217.3500785,21.24180309,2.379693502,0.097730828
931,22,17095,1976,pop1976,62300,4.794488047,IL,1.99E-07,1,1,3.13E+11,38.186957,1976,217.3500785,21.24180309,2.379693502,0.097730828
932,22,17095,1977,pop1977,62100,4.7930916,IL,1.99E-07,0,0,3.12E+11,38.1823181,1977,217.3500785,21.24180309,2.379693502,0.097730828
933,22,17095,1978,pop1978,62000,4.792391689,IL,1.99E-07,0,0,3.11E+11,38.17999305,1978,217.3500785,21.24180309,2.379693502,0.097730828
934,22,17095,1979,pop1979,61700,4.790285164,IL,1.99E-07,0,0,3.10E+11,38.17299532,1979,217.3500785,21.24180309,2.379693502,0.097730828
935,22,17095,1980,pop1980,61607,4.789630061,IL,1.99E-07,0,0,3.09E+11,38.17081912,1980,217.3500785,21.24180309,2.379693502,0.097730828
936,22,17095,1981,pop1981,60973,4.785137564,IL,1.99E-07,1,1,3.06E+11,38.15589537,1981,217.3500785,21.24180309,2.379693502,0.097730828
937,22,17095,1982,pop1982,59943,4.777738475,IL,1.99E-07,0,0,3.01E+11,38.13131612,1982,217.3500785,21.24180309,2.379693502,0.097730828
938,22,17095,1983,pop1983,59365,4.773530472,IL,1.99E-07,0,0,2.98E+11,38.11733744,1983,217.3500785,21.24180309,2.379693502,0.097730828
939,22,17095,1984,pop1984,58668,4.768401283,IL,1.99E-07,0,0,2.95E+11,38.10029865,1984,217.3500785,21.24180309,2.379693502,0.097730828
940,22,17095,1985,pop1985,57554,4.760075512,IL,1.99E-07,0,0,2.89E+11,38.07264103,1985,217.3500785,21.24180309,2.379693502,0.097730828
941,22,17095,1986,pop1986,56636,4.753092573,IL,1.99E-07,0,0,2.84E+11,38.04944421,1986,217.3500785,21.24180309,2.379693502,0.097730828
942,22,17095,1987,pop1987,56898,4.755097001,IL,1.99E-07,1,1,2.86E+11,38.05610278,1987,217.3500785,21.24180309,2.379693502,0.097730828
943,22,17095,1988,pop1988,56700,4.753583059,IL,1.99E-07,0,0,2.85E+11,38.05107357,1988,217.3500785,21.24180309,2.379693502,0.097730828
944,22,17095,1989,pop1989,56526,4.752248254,IL,1.99E-07,0,0,2.84E+11,38.04663944,1989,217.3500785,21.24180309,2.379693502,0.097730828
946,22,17095,1990,pop1990,56368,4.751032626,IL,1.99E-07,0,0,2.83E+11,38.04260121,1990,217.3500785,21.24180309,2.379693502,0.097730828
947,22,17095,1991,pop1991,56344,4.750847675,IL,1.99E-07,0,0,2.83E+11,38.04198682,1991,217.3500785,21.24180309,2.379693502,0.097730828
948,22,17095,1992,pop1992,56333,4.75076288,IL,1.99E-07,0,0,2.83E+11,38.04170514,1992,217.3500785,21.24180309,2.379693502,0.097730828
949,22,17095,1993,pop1993,56392,4.751217498,IL,1.99E-07,0,0,2.83E+11,38.04321534,1993,217.3500785,21.24180309,2.379693502,0.097730828
950,22,17095,1994,pop1994,56117,4.749094446,IL,1.99E-07,0,0,2.82E+11,38.03616272,1994,217.3500785,21.24180309,2.379693502,0.097730828
951,22,17095,1995,pop1995,55993,4.748133737,IL,1.99E-07,2,1,2.81E+11,38.03297131,1995,217.3500785,21.24180309,2.379693502,0.097730828
952,22,17095,1996,pop1996,55749,4.746237082,IL,1.99E-07,0,0,2.80E+11,38.02667076,1996,217.3500785,21.24180309,2.379693502,0.097730828
953,22,17095,1997,pop1997,55642,4.745402732,IL,1.99E-07,0,0,2.79E+11,38.02389911,1997,217.3500785,21.24180309,2.379693502,0.097730828
954,22,17095,1998,pop1998,55606,4.745121655,IL,1.99E-07,1,1,2.79E+11,38.0229654,1998,217.3500785,21.24180309,2.379693502,0.097730828
955,22,17095,1999,pop1999,55373,4.743298053,IL,1.99E-07,0,0,2.78E+11,38.01690752,1999,217.3500785,21.24180309,2.379693502,0.097730828
956,22,17095,2000,pop2000,55754,4.746276031,IL,1.99E-07,0,0,2.80E+11,38.02680015,2000,217.3500785,21.24180309,2.379693502,0.097730828
957,22,17095,2001,pop2001,55166,4.741671495,IL,1.99E-07,0,0,2.77E+11,38.01150421,2001,217.3500785,21.24180309,2.379693502,0.097730828
958,22,17095,2002,pop2002,54650,4.737590166,IL,1.99E-07,0,0,2.74E+11,37.99794633,2002,217.3500785,21.24180309,2.379693502,0.097730828
959,22,17095,2003,pop2003,53939,4.731902891,IL,1.99E-07,0,0,2.71E+11,37.97905361,2003,217.3500785,21.24180309,2.379693502,0.097730828
960,22,17095,2004,pop2004,53290,4.72664572,IL,1.99E-07,0,0,2.68E+11,37.96158967,2004,217.3500785,21.24180309,2.379693502,0.097730828
961,22,17095,2005,pop2005,52729,4.722049535,IL,1.99E-07,0,0,2.65E+11,37.94632147,2005,217.3500785,21.24180309,2.379693502,0.097730828
962,22,17095,2006,pop2006,52300,4.718501689,IL,1.99E-07,0,0,2.63E+11,37.93453578,2006,217.3500785,21.24180309,2.379693502,0.097730828
963,22,17095,2008,pop2008,51778,4.714145271,IL,1.99E-07,0,0,2.60E+11,37.92006407,2008,217.3500785,21.24180309,2.379693502,0.097730828
964,22,17095,2009,pop2009,51648,4.713053509,IL,1.99E-07,0,0,2.59E+11,37.91643732,2009,217.3500785,21.24180309,2.379693502,0.097730828
965,22,17095,2010,pop2010,52914,4.723570593,IL,1.99E-07,1,1,2.66E+11,37.95137432,2010,217.3500785,21.24180309,2.379693502,0.097730828
966,22,17095,2011,pop2011,52675,4.721604544,IL,1.99E-07,0,0,2.65E+11,37.94484324,2011,217.3500785,21.24180309,2.379693502,0.097730828
967,22,17095,2012,pop2012,52247,4.718061358,IL,1.99E-07,0,0,2.62E+11,37.93307304,2012,217.3500785,21.24180309,2.379693502,0.097730828
968,22,17095,2013,pop2013,52247,4.718061358,IL,1.99E-07,0,0,2.62E+11,37.93307304,2013,217.3500785,21.24180309,2.379693502,0.097730828
969,23,17105,1970,pop1970,40690,4.60948769,IL,2.90E-07,1,1,1.40E+11,37.03173303,1970,206.8445658,13.23618905,2.705196443,0.063990992
970,23,17105,1971,pop1971,41900,4.622214023,IL,2.90E-07,1,1,1.45E+11,37.074009,1971,206.8445658,13.23618905,2.705196443,0.063990992
971,23,17105,1972,pop1972,41800,4.621176282,IL,2.90E-07,0,0,1.44E+11,37.0705617,1972,206.8445658,13.23618905,2.705196443,0.063990992
972,23,17105,1973,pop1973,41400,4.617000341,IL,2.90E-07,0,0,1.43E+11,37.05668952,1973,206.8445658,13.23618905,2.705196443,0.063990992
973,23,17105,1974,pop1974,41500,4.618048097,IL,2.90E-07,0,0,1.43E+11,37.06017009,1974,206.8445658,13.23618905,2.705196443,0.063990992
974,23,17105,1975,pop1975,41700,4.620136055,IL,2.90E-07,0,0,1.44E+11,37.06710614,1975,206.8445658,13.23618905,2.705196443,0.063990992
975,23,17105,1976,pop1976,41500,4.618048097,IL,2.90E-07,0,0,1.43E+11,37.06017009,1976,206.8445658,13.23618905,2.705196443,0.063990992
976,23,17105,1977,pop1977,41900,4.622214023,IL,2.90E-07,0,0,1.45E+11,37.074009,1977,206.8445658,13.23618905,2.705196443,0.063990992
977,23,17105,1978,pop1978,42000,4.62324929,IL,2.90E-07,1,1,1.45E+11,37.07744808,1978,206.8445658,13.23618905,2.705196443,0.063990992
978,23,17105,1979,pop1979,41500,4.618048097,IL,2.90E-07,0,0,1.43E+11,37.06017009,1979,206.8445658,13.23618905,2.705196443,0.063990992
979,23,17105,1980,pop1980,41381,4.616800981,IL,2.90E-07,1,1,1.43E+11,37.05602726,1980,206.8445658,13.23618905,2.705196443,0.063990992
980,23,17105,1981,pop1981,41417,4.617178638,IL,2.90E-07,1,1,1.43E+11,37.05728181,1981,206.8445658,13.23618905,2.705196443,0.063990992
981,23,17105,1982,pop1982,41003,4.612815633,IL,2.90E-07,0,0,1.42E+11,37.04278822,1982,206.8445658,13.23618905,2.705196443,0.063990992
982,23,17105,1983,pop1983,40481,4.607251232,IL,2.90E-07,0,0,1.40E+11,37.02430368,1983,206.8445658,13.23618905,2.705196443,0.063990992
983,23,17105,1984,pop1984,40495,4.607401403,IL,2.90E-07,0,0,1.40E+11,37.02480254,1984,206.8445658,13.23618905,2.705196443,0.063990992
984,23,17105,1985,pop1985,40191,4.604128812,IL,2.90E-07,0,0,1.39E+11,37.01393123,1985,206.8445658,13.23618905,2.705196443,0.063990992
985,23,17105,1986,pop1986,39799,4.59987216,IL,2.90E-07,1,1,1.37E+11,36.99979094,1986,206.8445658,13.23618905,2.705196443,0.063990992
986,23,17105,1987,pop1987,39441,4.595947918,IL,2.90E-07,0,0,1.36E+11,36.98675488,1987,206.8445658,13.23618905,2.705196443,0.063990992
987,23,17105,1988,pop1988,39481,4.596388144,IL,2.90E-07,0,0,1.36E+11,36.98821729,1988,206.8445658,13.23618905,2.705196443,0.063990992
988,23,17105,1989,pop1989,39405,4.595551332,IL,2.90E-07,0,0,1.36E+11,36.98543745,1989,206.8445658,13.23618905,2.705196443,0.063990992
990,23,17105,1990,pop1990,39357,4.595021987,IL,2.90E-07,0,0,1.36E+11,36.98367901,1990,206.8445658,13.23618905,2.705196443,0.063990992
991,23,17105,1991,pop1991,39088,4.59204345,IL,2.90E-07,0,0,1.35E+11,36.97378452,1991,206.8445658,13.23618905,2.705196443,0.063990992
992,23,17105,1992,pop1992,39564,4.597300193,IL,2.90E-07,0,0,1.37E+11,36.99124705,1992,206.8445658,13.23618905,2.705196443,0.063990992
993,23,17105,1993,pop1993,39884,4.600798708,IL,2.90E-07,0,0,1.38E+11,37.00286886,1993,206.8445658,13.23618905,2.705196443,0.063990992
994,23,17105,1994,pop1994,40061,4.602721786,IL,2.90E-07,0,0,1.38E+11,37.00925719,1994,206.8445658,13.23618905,2.705196443,0.063990992
995,23,17105,1995,pop1995,40342,4.605757425,IL,2.90E-07,1,1,1.39E+11,37.01934136,1995,206.8445658,13.23618905,2.705196443,0.063990992
996,23,17105,1996,pop1996,39617,4.597881585,IL,2.90E-07,0,0,1.37E+11,36.99317839,1996,206.8445658,13.23618905,2.705196443,0.063990992
997,23,17105,1997,pop1997,39793,4.599806682,IL,2.90E-07,0,0,1.37E+11,36.99957342,1997,206.8445658,13.23618905,2.705196443,0.063990992
998,23,17105,1998,pop1998,39641,4.598144602,IL,2.90E-07,0,0,1.37E+11,36.99405211,1998,206.8445658,13.23618905,2.705196443,0.063990992
999,23,17105,1999,pop1999,39639,4.59812269,IL,2.90E-07,0,0,1.37E+11,36.99397932,1999,206.8445658,13.23618905,2.705196443,0.063990992
1000,23,17105,2000,pop2000,39651,4.598254145,IL,2.90E-07,0,0,1.37E+11,36.994416,2000,206.8445658,13.23618905,2.705196443,0.063990992
1001,23,17105,2001,pop2001,39634,4.598067905,IL,2.90E-07,0,0,1.37E+11,36.99379733,2001,206.8445658,13.23618905,2.705196443,0.063990992
1002,23,17105,2002,pop2002,39111,4.59229892,IL,2.90E-07,0,0,1.35E+11,36.97463318,2002,206.8445658,13.23618905,2.705196443,0.063990992
1003,23,17105,2003,pop2003,38572,4.586272158,IL,2.90E-07,0,0,1.33E+11,36.95461271,2003,206.8445658,13.23618905,2.705196443,0.063990992
1004,23,17105,2004,pop2004,38462,4.585031864,IL,2.90E-07,2,2,1.33E+11,36.95049254,2004,206.8445658,13.23618905,2.705196443,0.063990992
1005,23,17105,2005,pop2005,38236,4.582472453,IL,2.90E-07,0,0,1.32E+11,36.94199036,2005,206.8445658,13.23618905,2.705196443,0.063990992
1006,23,17105,2006,pop2006,37997,4.579749309,IL,2.90E-07,0,0,1.31E+11,36.93294427,2006,206.8445658,13.23618905,2.705196443,0.063990992
1007,23,17105,2008,pop2008,37834,4.57788226,IL,2.90E-07,2,2,1.31E+11,36.92674207,2008,206.8445658,13.23618905,2.705196443,0.063990992
1008,23,17105,2009,pop2009,37777,4.577227466,IL,2.90E-07,0,0,1.30E+11,36.92456689,2009,206.8445658,13.23618905,2.705196443,0.063990992
1009,23,17105,2010,pop2010,38863,4.589536323,IL,2.90E-07,3,1,1.34E+11,36.96545603,2010,206.8445658,13.23618905,2.705196443,0.063990992
1010,23,17105,2011,pop2011,38878,4.589703915,IL,2.90E-07,0,0,1.34E+11,36.96601276,2011,206.8445658,13.23618905,2.705196443,0.063990992
1011,23,17105,2012,pop2012,38647,4.587115787,IL,2.90E-07,0,0,1.33E+11,36.95741518,2012,206.8445658,13.23618905,2.705196443,0.063990992
1012,23,17105,2013,pop2013,38647,4.587115787,IL,2.90E-07,1,1,1.33E+11,36.95741518,2013,206.8445658,13.23618905,2.705196443,0.063990992
1013,24,17113,1970,pop1970,104389,5.018654737,IL,3.27E-07,3,2,3.20E+11,38.21787966,1970,232.6255773,16.33707407,2.845238068,0.070229053
1014,24,17113,1971,pop1971,107900,5.033021445,IL,3.27E-07,2,2,3.30E+11,38.26560482,1971,232.6255773,16.33707407,2.845238068,0.070229053
1015,24,17113,1972,pop1972,113000,5.053078443,IL,3.27E-07,0,0,3.46E+11,38.33223273,1972,232.6255773,16.33707407,2.845238068,0.070229053
1016,24,17113,1973,pop1973,114200,5.057666104,IL,3.27E-07,3,3,3.50E+11,38.34747261,1973,232.6255773,16.33707407,2.845238068,0.070229053
1017,24,17113,1974,pop1974,114900,5.060320029,IL,3.27E-07,3,1,3.52E+11,38.35628876,1974,232.6255773,16.33707407,2.845238068,0.070229053
1018,24,17113,1975,pop1975,114000,5.056904851,IL,3.27E-07,1,1,3.49E+11,38.34494378,1975,232.6255773,16.33707407,2.845238068,0.070229053
1019,24,17113,1976,pop1976,115400,5.062205809,IL,3.27E-07,2,2,3.53E+11,38.36255318,1976,232.6255773,16.33707407,2.845238068,0.070229053
1020,24,17113,1977,pop1977,116800,5.067442843,IL,3.27E-07,2,2,3.58E+11,38.37995023,1977,232.6255773,16.33707407,2.845238068,0.070229053
1021,24,17113,1978,pop1978,117500,5.070037867,IL,3.27E-07,0,0,3.60E+11,38.38857072,1978,232.6255773,16.33707407,2.845238068,0.070229053
1022,24,17113,1979,pop1979,118200,5.072617477,IL,3.27E-07,0,0,3.62E+11,38.39713999,1979,232.6255773,16.33707407,2.845238068,0.070229053
1023,24,17113,1980,pop1980,119149,5.076090402,IL,3.27E-07,1,1,3.65E+11,38.4086768,1980,232.6255773,16.33707407,2.845238068,0.070229053
1024,24,17113,1981,pop1981,119963,5.079047318,IL,3.27E-07,5,2,3.67E+11,38.41849947,1981,232.6255773,16.33707407,2.845238068,0.070229053
1025,24,17113,1982,pop1982,120379,5.080550731,IL,3.27E-07,1,1,3.69E+11,38.4234937,1982,232.6255773,16.33707407,2.845238068,0.070229053
1026,24,17113,1983,pop1983,121622,5.085012141,IL,3.27E-07,0,0,3.72E+11,38.43831418,1983,232.6255773,16.33707407,2.845238068,0.070229053
1027,24,17113,1984,pop1984,122295,5.087408701,IL,3.27E-07,0,0,3.75E+11,38.44627538,1984,232.6255773,16.33707407,2.845238068,0.070229053
1028,24,17113,1985,pop1985,122918,5.089615485,IL,3.27E-07,2,1,3.76E+11,38.45360616,1985,232.6255773,16.33707407,2.845238068,0.070229053
1029,24,17113,1986,pop1986,122638,5.088625059,IL,3.27E-07,1,1,3.76E+11,38.45031603,1986,232.6255773,16.33707407,2.845238068,0.070229053
1030,24,17113,1987,pop1987,124317,5.094530521,IL,3.27E-07,0,0,3.81E+11,38.46993355,1987,232.6255773,16.33707407,2.845238068,0.070229053
